title_id,title_type,primary_title,original_title,year,runtime_minutes,genres,country
tt0000009,short,Miss Jerry,Miss Jerry,1894,40,"Romance,Short",USA
tt0000574,movie,The Story of the Kelly Gang,The Story of the Kelly Gang,1906,70,"Action,Adventure,Biography",Australia
tt0001892,movie,Den sorte drøm,Den sorte drøm,1911,53,Drama,"Germany, Denmark"
tt0002101,movie,Cleopatra,Cleopatra,1912,100,"Drama,History",USA
tt0002130,movie,Dante's Inferno,L'Inferno,1911,71,"Adventure,Drama,Fantasy",Italy
tt0002199,movie,"From the Manger to the Cross; or, Jesus of Nazareth","From the Manger to the Cross; or, Jesus of Nazareth",1912,60,"Biography,Drama",USA
tt0002423,movie,Passion,Madame DuBarry,1919,85,"Biography,Drama,Romance",Germany
tt0002445,movie,Quo Vadis?,Quo Vadis?,1913,120,"Drama,History",Italy
tt0002452,movie,The Independence of Romania,Independenta Romaniei,1912,120,"History,War",Romania
tt0002461,movie,The Life and Death of King Richard III,Richard III,1912,55,Drama,"France, USA"
tt0002646,movie,Atlantis,Atlantis,1913,121,Drama,Denmark
tt0002844,movie,Fantômas: In the Shadow of the Guillotine,Fantômas - À l'ombre de la guillotine,1913,54,"Crime,Drama",France
tt0003014,movie,Ingeborg Holm,Ingeborg Holm,1913,96,Drama,Sweden
tt0003037,movie,Fantomas: The Man in Black,Juve contre Fantômas,1913,61,"Crime,Drama",France
tt0003102,movie,Love Everlasting,Ma l'amor mio non muore...,1914,90,Drama,Italy
tt0003131,movie,War Is Hell,Maudite soit la guerre,1914,50,"Drama,War",Belgium
tt0003165,movie,Fantômas: The Dead Man Who Killed,Le mort qui tue,1913,90,"Crime,Drama,Mystery",France
tt0003167,movie,"Home, Sweet Home","Home, Sweet Home",1914,55,Drama,USA
tt0003419,movie,The Student of Prague,Der Student von Prag,1913,85,"Drama,Fantasy,Horror",Germany
tt0003471,movie,Traffic in Souls,Traffic in Souls,1913,88,"Crime,Drama",USA
tt0003489,movie,The Last Days of Pompeii,Gli ultimi giorni di Pompei,1913,88,"Adventure,Drama",Italy
tt0003637,movie,Assunta Spina,Assunta Spina,1915,72,Drama,Italy
tt0003643,movie,The Avenging Conscience: or 'Thou Shalt Not Kill',The Avenging Conscience: or 'Thou Shalt Not Kill',1914,78,"Crime,Drama,Horror",USA
tt0003657,movie,The Bargain,The Bargain,1914,70,Western,USA
tt0003740,movie,Cabiria,Cabiria,1914,148,"Adventure,Drama,History",Italy
tt0003772,movie,Cinderella,Cinderella,1914,52,"Drama,Fantasy",USA
tt0003883,movie,L'enfant de Paris,L'enfant de Paris,1913,124,"Crime,Drama",France
tt0003930,movie,Fantomas: The Mysterious Finger Print,Fantômas contre Fantômas,1914,59,"Crime,Drama",France
tt0003973,movie,A Florida Enchantment,A Florida Enchantment,1914,63,Comedy,USA
tt0004026,movie,The Golem,Der Golem,1915,60,Horror,Germany
tt0004066,movie,Sealed Orders,Det hemmelighedsfulde X,1914,84,"Drama,Mystery",Denmark
tt0004099,movie,The New Wizard of Oz,"His Majesty, the Scarecrow of Oz",1914,59,"Adventure,Comedy,Family",USA
tt0004134,movie,Hypocrites,Hypocrites,1915,54,"Drama,Fantasy",USA
tt0004150,movie,In the Land of the Head Hunters,In the Land of the Head Hunters,1914,65,"Drama,History","USA, Canada"
tt0004181,movie,Judith of Bethulia,Judith of Bethulia,1914,61,Drama,USA
tt0004457,movie,The Patchwork Girl of Oz,The Patchwork Girl of Oz,1914,81,"Adventure,Comedy,Family",USA
tt0004465,movie,The Perils of Pauline,The Perils of Pauline,1914,199,"Action,Adventure,Drama",USA
tt0004635,movie,The Squaw Man,The Squaw Man,1914,74,"Action,Drama,Romance",USA
tt0004681,movie,Tess of the Storm Country,Tess of the Storm Country,1914,80,Drama,USA
tt0004707,movie,Tillie's Punctured Romance,Tillie's Punctured Romance,1914,82,Comedy,USA
tt0004712,movie,The Undesirable,A tolonc,1915,67,Drama,Hungary
tt0004743,movie,Uncle Tom's Cabin,Uncle Tom's Cabin,1914,54,Drama,USA
tt0004766,movie,The Virginian,The Virginian,1914,55,Western,USA
tt0004825,movie,The Wishing Ring: An Idyll of Old England,The Wishing Ring: An Idyll of Old England,1914,54,"Comedy,Drama",USA
tt0004838,movie,The Wrath of the Gods,The Wrath of the Gods,1914,56,"Drama,Romance",USA
tt0004872,movie,Alias Jimmy Valentine,Alias Jimmy Valentine,1915,65,"Crime,Drama",USA
tt0004873,movie,Alice in Wonderland,Alice in Wonderland,1915,52,"Adventure,Family,Fantasy",USA
tt0004972,movie,The Birth of a Nation,The Birth of a Nation,1915,195,"Drama,History,War",USA
tt0005060,movie,Carmen,Carmen,1915,59,Drama,USA
tt0005078,movie,The Cheat,The Cheat,1915,59,"Drama,Romance",USA
tt0005149,movie,The Coward,The Coward,1915,77,"Drama,History,War",USA
tt0005339,movie,A Fool There Was,A Fool There Was,1915,67,Drama,USA
tt0005402,movie,The Golden Chance,The Golden Chance,1915,74,Drama,USA
tt0005529,movie,Blind Justice,Hævnens Nat,1916,100,"Crime,Drama,Horror",Denmark
tt0005557,movie,The Italian,The Italian,1915,72,Drama,USA
tt0005680,movie,Marvelous Maciste,Maciste,1915,67,Adventure,Italy
tt0005719,movie,Martyrs of the Alamo,Martyrs of the Alamo,1915,71,"Drama,History,War",USA
tt0005809,movie,The Governor,The Nigger,1915,50,Drama,USA
tt0005916,movie,After Death,Posle smerti,1915,46,Drama,Russia
tt0005951,movie,Satan's Rhapsody,Rapsodia satanica,1917,55,"Drama,Fantasy,Horror",Italy
tt0005960,movie,The Regeneration,The Regeneration,1915,72,"Biography,Crime,Drama",USA
tt0006206,movie,Les vampires,Les vampires,1915,421,"Action,Adventure,Crime",France
tt0006327,movie,Young Romance,Young Romance,1915,59,"Comedy,Romance",USA
tt0006333,movie,"20, 000 Leagues Under the Sea","20,000 Leagues Under the Sea",1916,105,"Action,Adventure,Sci-Fi",USA
tt0006509,movie,The Children in the House,The Children in the House,1916,50,Drama,USA
tt0006517,movie,Civilization,Civilization,1915,85,"Drama,War",USA
tt0006589,movie,The Devil's Needle,The Devil's Needle,1916,59,Drama,USA
tt0006617,movie,Dödskyssen,Dödskyssen,1916,60,"Comedy,Crime,Drama",Sweden
tt0006688,movie,Flirting with Fate,Flirting with Fate,1916,57,"Adventure,Comedy",USA
tt0006731,movie,Going Straight,Going Straight,1916,60,"Crime,Drama",USA
tt0006736,movie,The Good Bad-Man,The Good Bad-Man,1916,50,"Romance,Western",USA
tt0006745,movie,Gretchen the Greenhorn,Gretchen the Greenhorn,1916,58,"Crime,Drama,Romance",USA
tt0006753,movie,The Half-Breed,The Half-Breed,1916,73,Western,USA
tt0006780,movie,Hell's Hinges,Hell's Hinges,1916,64,"Romance,Western",USA
tt0006809,movie,His Picture in the Papers,His Picture in the Papers,1916,62,Comedy,USA
tt0006826,movie,Hoodoo Ann,Hoodoo Ann,1916,65,"Comedy,Drama,Romance",USA
tt0006864,movie,Intolerance,Intolerance: Love's Struggle Throughout the Ages,1916,163,"Drama,History",USA
tt0006886,movie,Judex,Judex,1916,300,"Adventure,Crime",France
tt0007047,movie,The Matrimaniac,The Matrimaniac,1916,46,"Comedy,Romance",USA
tt0007183,movie,The Queen of Spades,Pikovaya dama,1916,63,"Drama,Fantasy,Horror",Russia
tt0007257,movie,Reggie Mixes in,Reggie Mixes In,1916,50,"Action,Comedy,Drama",USA
tt0007260,movie,The Return of Draw Egan,The Return of Draw Egan,1916,50,"Action,Adventure,Romance",USA
tt0007309,movie,Shoe Palace Pinkus,Schuhpalast Pinkus,1916,45,Comedy,Germany
tt0007338,movie,Sherlock Holmes,Sherlock Holmes,1916,116,Mystery,USA
tt0007340,movie,Shoes,Shoes,1916,60,Drama,USA
tt0007361,movie,Snow White,Snow White,1916,63,"Fantasy,Romance",USA
tt0007367,movie,The Social Secretary,The Social Secretary,1916,52,"Comedy,Drama",USA
tt0007522,movie,Vingarne,Vingarne,1916,69,Drama,Sweden
tt0007558,movie,Where Are My Children?,Where Are My Children?,1916,62,Drama,USA
tt0007610,movie,'49-'17,'49-'17,1917,61,"Drama,Western",USA
tt0007755,movie,Bucking Broadway,Bucking Broadway,1917,53,Western,USA
tt0007801,movie,Cleopatra,Cleopatra,1917,125,"Biography,Drama,History",USA
tt0007983,movie,Furcht,Furcht,1917,72,Horror,Germany
tt0008011,movie,A Girl's Folly,A Girl's Folly,1917,65,Comedy,USA
tt0008100,movie,A Trip to Mars,Himmelskibet,1918,97,"Adventure,Fantasy,Sci-Fi",Denmark
tt0008150,movie,Joan the Woman,Joan the Woman,1916,138,"Adventure,Drama,History",USA
tt0008188,movie,The Little American,The Little American,1917,80,"Drama,Romance,War",USA
tt0008196,movie,A Little Princess,A Little Princess,1917,62,Drama,USA
tt0008279,movie,The Torture of Silence,Mater dolorosa,1917,80,Drama,France
tt0008309,movie,A Modern Musketeer,A Modern Musketeer,1917,68,"Adventure,Comedy,Western",USA
tt0008395,movie,Father Sergius,Otets Sergiy,1918,112,"Biography,Drama,History",Russia
tt0008443,movie,The Poor Little Rich Girl,The Poor Little Rich Girl,1917,65,"Comedy,Drama,Family",USA
tt0008489,movie,"Raffles, the Amateur Cracksman","Raffles, the Amateur Cracksman",1917,70,"Adventure,Crime,Romance",USA
tt0008499,movie,Rebecca of Sunnybrook Farm,Rebecca of Sunnybrook Farm,1917,78,"Comedy,Drama",USA
tt0008519,movie,A Romance of the Redwoods,A Romance of the Redwoods,1917,91,"Adventure,Comedy,Drama",USA
tt0008536,movie,Satan Triumphant,Satana likuyushchiy,1917,87,Drama,Russia
tt0008634,movie,Straight Shooting,Straight Shooting,1917,57,Western,USA
tt0008652,movie,A Tale of Two Cities,A Tale of Two Cities,1917,70,"Drama,History,Romance",USA
tt0008663,movie,A Man There Was,Terje Vigen,1917,65,"Drama,War",Sweden
tt0008672,movie,Thomas Graals bästa film,Thomas Graals bästa film,1917,52,Comedy,Sweden
tt0008679,movie,Tillie Wakes Up,Tillie Wakes Up,1917,48,Comedy,USA
tt0008687,movie,Tom Sawyer,Tom Sawyer,1917,59,"Adventure,Comedy,Drama",USA
tt0008710,movie,Girl from Stormy Croft,Tösen från Stormyrtorpet,1917,87,Drama,Sweden
tt0008775,movie,Wild and Woolly,Wild and Woolly,1917,72,"Comedy,Romance,Western",USA
tt0008827,movie,Amarilly of Clothes-Line Alley,Amarilly of Clothes-Line Alley,1918,67,"Comedy,Romance",USA
tt0008843,movie,Man of Gold,Az aranyember,1919,83,Drama,Hungary
tt0008854,movie,The Eyes of the Mummy,Die Augen der Mumie Ma,1918,63,"Drama,Horror",Germany
tt0008879,movie,The Outlaw and His Wife,Berg-Ejvind och hans hustru,1918,136,Drama,Sweden
tt0008891,movie,The Blue Bird,The Blue Bird,1918,75,"Family,Fantasy",USA
tt0008930,movie,Broadway Love,Broadway Love,1918,60,Romance,USA
tt0008950,movie,Carmen,Carmen,1918,70,Drama,Germany
tt0009014,movie,The Tenth Symphony,La dixième symphonie,1918,94,Drama,France
tt0009062,movie,The Merry Jail,Das fidele Gefängnis,1917,48,Comedy,Germany
tt0009086,movie,The Forbidden City,The Forbidden City,1918,62,"Drama,Romance",USA
tt0009150,movie,Hearts of the World,Hearts of the World,1918,117,"Drama,War",USA
tt0009153,movie,Hell Bent,Hell Bent,1918,50,Western,USA
tt0009241,movie,Johanna Enlists,Johanna Enlists,1918,72,"Comedy,Romance",USA
tt0009326,movie,M'Liss,M'Liss,1918,73,"Comedy,Drama",USA
tt0009356,movie,The Married Virgin,The Married Virgin,1918,71,Drama,USA
tt0009369,movie,Mickey,Mickey,1918,93,"Comedy,Drama",USA
tt0009440,movie,Old Wives for New,Old Wives for New,1918,60,Drama,USA
tt0009475,movie,A Pair of Silk Stockings,A Pair of Silk Stockings,1918,60,"Comedy,Romance",USA
tt0009559,movie,Romance of Happy Valley,A Romance of Happy Valley,1919,76,"Drama,Romance",USA
tt0009608,movie,Shifting Sands,Shifting Sands,1918,60,Drama,USA
tt0009611,short,Shoulder Arms,Shoulder Arms,1918,36,"Comedy,Short,War",USA
tt0009652,movie,Stella Maris,Stella Maris,1918,84,Drama,USA
tt0009682,movie,Tarzan of the Apes,Tarzan of the Apes,1918,73,"Action,Adventure",USA
tt0009701,movie,Tih Minh,Tih Minh,1918,418,"Adventure,Mystery",France
tt0009737,movie,The Unbeliever,The Unbeliever,1918,80,"Drama,War",USA
tt0009796,movie,The Whispering Chorus,The Whispering Chorus,1918,86,Drama,USA
tt0009878,movie,Different from the Others,Anders als die Andern,1919,50,"Crime,Drama,History",Germany
tt0009892,movie,Auction of Souls,Ravished Armenia,1919,80,"Drama,History,Romance",USA
tt0009893,movie,The Oyster Princess,Die Austernprinzessin,1919,60,Comedy,Germany
tt0009894,movie,The Grey Automobile,El automóvil gris,1919,223,"Action,Crime",Mexico
tt0009900,movie,Back to God's Country,Back to God's Country,1919,73,"Adventure,Romance,Western",Canada
tt0009915,movie,Behind the Door,Behind the Door,1919,70,"Drama,Thriller,War",USA
tt0009937,movie,Blind Husbands,Blind Husbands,1919,99,"Drama,Romance",USA
tt0009968,movie,Broken Blossoms,Broken Blossoms or The Yellow Man and the Girl,1919,90,"Drama,Romance",USA
tt0009976,movie,The Busher,The Busher,1919,63,"Drama,Sport",USA
tt0010040,movie,Daddy-Long-Legs,Daddy-Long-Legs,1919,85,"Comedy,Drama",USA
tt0010060,movie,The Delicious Little Devil,The Delicious Little Devil,1919,63,"Comedy,Drama",USA
tt0010071,movie,Don't Change Your Husband,Don't Change Your Husband,1919,71,Comedy,USA
tt0010103,movie,Eyes of Youth,Eyes of Youth,1919,78,Drama,USA
tt0010137,movie,"For Better, for Worse","For Better, for Worse",1919,70,Drama,USA
tt0010162,movie,Getting Mary Married,Getting Mary Married,1919,65,Comedy,USA
tt0010193,movie,The Greatest Question,The Greatest Question,1919,80,Drama,USA
tt0010195,movie,The Grim Game,The Grim Game,1919,71,"Adventure,Drama",USA
tt0010208,movie,Harakiri,Harakiri,1919,80,Drama,Germany
tt0010219,movie,Hawthorne of the U.S.A.,Hawthorne of the U.S.A.,1919,57,"Adventure,Comedy,Romance",USA
tt0010227,movie,Heart o' the Hills,Heart o' the Hills,1919,87,"Drama,Romance",USA
tt0010247,movie,Sir Arne's Treasure,Herr Arnes pengar,1919,122,"Drama,History",Sweden
tt0010267,movie,The Hoodlum,The Hoodlum,1919,78,Comedy,USA
tt0010281,movie,I Don't Want to Be a Man,Ich möchte kein Mann sein,1918,45,"Comedy,Romance",Germany
tt0010298,movie,Ingmarssönerna,Ingmarssönerna,1919,207,Drama,Sweden
tt0010307,movie,J'accuse!,J'accuse,1919,166,"Drama,Horror,War",France
tt0010323,movie,The Cabinet of Dr. Caligari,Das Cabinet des Dr. Caligari,1920,76,"Fantasy,Horror,Mystery",Germany
tt0010418,movie,Male and Female,Male and Female,1919,116,"Adventure,Drama",USA
tt0010456,movie,Meyer from Berlin,Meyer aus Berlin,1919,58,Comedy,Germany
tt0010466,movie,The Miracle Man,The Miracle Man,1919,80,Drama,USA
tt0010484,movie,The Mother and the Law,The Mother and the Law,1919,95,Drama,USA
tt0010559,movie,Die Pest in Florenz,Die Pest in Florenz,1919,92,"Drama,History,Horror",Germany
tt0010598,movie,The President,Præsidenten,1919,75,Drama,Denmark
tt0010600,movie,The Doll,Die Puppe,1919,66,"Comedy,Fantasy",Germany
tt0010635,movie,The Roaring Road,The Roaring Road,1919,58,"Comedy,Drama,Sport",USA
tt0010662,movie,Scarlet Days,Scarlet Days,1919,77,"Adventure,Romance,Western",USA
tt0010680,movie,The Sentimental Bloke,The Sentimental Bloke,1919,106,"Drama,Romance",Australia
tt0010726,movie,The Spiders - Episode 1: The Golden Sea,"Die Spinnen, 1. Teil - Der Goldene See",1919,81,"Adventure,Western",Germany
tt0010755,movie,Sången om den eldröda blomman,Sången om den eldröda blomman,1919,145,"Drama,Romance",Sweden
tt0010806,movie,True Heart Susie,True Heart Susie,1919,87,"Comedy,Drama,Romance",USA
tt0010821,movie,Eerie Tales,Unheimliche Geschichten,1919,112,"Fantasy,Horror,Mystery",Germany
tt0010844,movie,Victory,Victory,1919,62,"Drama,Romance",USA
tt0010853,movie,Wagon Tracks,Wagon Tracks,1919,64,"Adventure,Mystery,Western",USA
tt0010879,movie,When the Clouds Roll by,When the Clouds Roll by,1919,85,"Action,Comedy,Romance",USA
tt0010890,movie,The Wicked Darling,The Wicked Darling,1919,59,"Crime,Drama",USA
tt0010925,movie,Yankee Doodle in Berlin,Yankee Doodle in Berlin,1919,58,Comedy,USA
tt0010953,movie,Power,Algol - Tragödie der Macht,1920,99,"Fantasy,Sci-Fi",Germany
tt0010962,movie,Deception,Anna Boleyn,1920,100,"Biography,Drama,Romance",Germany
tt0010964,movie,April Folly,April Folly,1920,50,"Crime,Drama",USA
tt0010969,movie,Missing Husbands,L'Atlantide,1921,172,"Adventure,Fantasy,Mystery","France, Belgium"
tt0011000,movie,Leaves From Satan's Book,Blade af Satans bog,1920,167,Drama,Denmark
tt0011130,movie,Dr. Jekyll and Mr. Hyde,Dr. Jekyll and Mr. Hyde,1920,69,"Drama,Horror,Sci-Fi",USA
tt0011157,movie,Erotikon,Erotikon,1920,106,"Comedy,Romance",Sweden
tt0011173,movie,Fante-Anne,Fante-Anne,1920,93,"Crime,Drama,Romance",Norway
tt0011193,movie,The Flapper,The Flapper,1920,88,"Comedy,Romance",USA
tt0011217,movie,Journey into the Night,Der Gang in die Nacht,1921,81,Drama,"Germany, Denmark"
tt0011221,movie,Genuine: The Tragedy of a Vampire,Genuine,1920,88,Horror,Germany
tt0011237,movie,The Golem,"Der Golem, wie er in die Welt kam",1920,76,"Fantasy,Horror",Germany
tt0011267,movie,Headin' Home,Headin' Home,1920,71,"Biography,Comedy,Drama",USA
tt0011294,movie,The Swallow and the Titmouse,L'Hirondelle et la Mésange,1924,80,Drama,France
tt0011302,movie,L'homme du large,L'homme du large,1920,86,Drama,France
tt0011317,movie,Humoresque,Humoresque,1920,60,Drama,USA
tt0011344,movie,The Jack-Knife Man,The Jack-Knife Man,1920,60,Drama,USA
tt0011358,movie,Just Pals,Just Pals,1920,50,"Comedy,Drama,Western",USA
tt0011369,movie,The Monastery's Hunter,Der Klosterjäger,1920,70,Drama,Germany
tt0011370,movie,Klostret i Sendomir,Klostret i Sendomir,1920,54,Drama,Sweden
tt0011371,movie,Kohlhiesel's Daughters,Kohlhiesels Töchter,1920,64,"Comedy,Romance",Germany
tt0011387,movie,The Last of the Mohicans,The Last of the Mohicans,1920,73,"Action,Adventure,Drama",USA
tt0011414,movie,The Love Expert,The Love Expert,1920,60,"Comedy,Romance",USA
tt0011415,movie,The Love Flower,The Love Flower,1920,95,Drama,USA
tt0011439,movie,The Mark of Zorro,The Mark of Zorro,1920,79,"Adventure,Romance,Western",USA
tt0011440,movie,Markens grøde,Markens grøde,1921,107,Drama,Norway
tt0011474,movie,The Mollycoddle,The Mollycoddle,1920,86,"Adventure,Comedy,Romance",USA
tt0011513,movie,Nomads of the North,Nomads of the North,1920,109,Drama,USA
tt0011588,movie,Pollyanna,Pollyanna,1920,58,"Comedy,Drama,Family",USA
tt0011607,movie,The Parson's Widow,Prästänkan,1920,94,"Comedy,Drama,Horror",Sweden
tt0011623,movie,The Restless Sex,The Restless Sex,1920,85,Drama,USA
tt0011641,movie,Romeo and Juliet in the Snow,Romeo und Julia im Schnee,1920,45,Comedy,Germany
tt0011647,movie,The Round-up,The Round-up,1920,70,"Comedy,Western",USA
tt0011652,movie,The Saphead,The Saphead,1920,77,Comedy,USA
tt0011679,movie,Sex,Sex,1920,87,Drama,USA
tt0011716,movie,Something to Think About,Something to Think About,1920,78,Drama,USA
tt0011723,movie,The Spiders - Episode 2: The Diamond Ship,"Die Spinnen, 2. Teil - Das Brillantenschiff",1920,104,Adventure,Germany
tt0011741,movie,Suds,Suds,1920,75,"Comedy,Drama,Romance",USA
tt0011742,movie,Sumurun,Sumurun,1920,115,"Adventure,Drama,Romance",Germany
tt0011753,movie,Terror Island,Terror Island,1920,55,Mystery,USA
tt0011779,movie,The Toll Gate,The Toll Gate,1920,73,"Adventure,Drama,Western",USA
tt0011833,movie,From Morn to Midnight,Von morgens bis mitternachts,1920,65,"Drama,Thriller",Germany
tt0011837,movie,The Wandering Image,Das wandernde Bild,1920,67,Romance,Germany
tt0011841,movie,Way Down East,Way Down East,1920,145,"Drama,Romance",USA
tt0011865,movie,Why Change Your Wife?,Why Change Your Wife?,1920,90,"Comedy,Drama",USA
tt0011870,movie,Within Our Gates,Within Our Gates,1920,79,"Drama,Romance",USA
tt0011904,movie,The Ace of Hearts,The Ace of Hearts,1921,75,"Crime,Drama,Mystery",USA
tt0011908,movie,Adventures of Tarzan,Adventures of Tarzan,1921,73,"Action,Adventure",USA
tt0011909,movie,The Affairs of Anatol,The Affairs of Anatol,1921,117,"Comedy,Drama",USA
tt0011948,movie,Be My Wife,Be My Wife,1921,55,Comedy,USA
tt0011960,movie,The Wildcat,Die Bergkatze,1921,79,"Comedy,Drama,Romance",Germany
tt0011979,movie,The Blot,The Blot,1921,91,"Drama,Romance",USA
tt0012016,movie,Buried Treasure,Buried Treasure,1921,70,"Adventure,Fantasy,Romance",USA
tt0012027,movie,Camille,Camille,1921,72,"Drama,Romance",USA
tt0012068,movie,The Conquering Power,The Conquering Power,1921,89,"Drama,Romance",USA
tt0012122,movie,Dream Street,Dream Street,1921,102,"Comedy,Drama,Romance",USA
tt0012125,movie,Ducks and Drakes,Ducks and Drakes,1921,58,"Comedy,Romance",USA
tt0012134,movie,Eldorado,Eldorado,1921,100,Drama,France
tt0012136,movie,Enchantment,Enchantment,1921,90,Comedy,USA
tt0012187,movie,Forbidden Fruit,Forbidden Fruit,1921,87,Drama,USA
tt0012190,movie,The Four Horsemen of the Apocalypse,The Four Horsemen of the Apocalypse,1921,150,"Drama,Romance,War",USA
tt0012249,movie,Hamlet,Hamlet,1921,131,Drama,Germany
tt0012281,movie,Hintertreppe,Hintertreppe,1921,50,Drama,Germany
tt0012313,movie,"Mysteries of India, Part II: Above All Law",Das indische Grabmal zweiter Teil - Der Tiger von Eschnapur,1921,100,"Adventure,Fantasy",Germany
tt0012314,movie,"Mysteries of India, Part I: Truth",Das indische Grabmal erster Teil - Die Sendung des Yoghi,1921,120,"Adventure,Fantasy",Germany
tt0012334,movie,Johan,Johan,1921,84,Drama,Sweden
tt0012349,movie,The Kid,The Kid,1921,68,"Comedy,Drama,Family",USA
tt0012364,movie,The Phantom Carriage,Körkarlen,1921,107,"Drama,Fantasy,Horror",Sweden
tt0012382,movie,Leap Year,Leap Year,1924,56,Comedy,USA
tt0012397,movie,Little Lord Fauntleroy,Little Lord Fauntleroy,1921,112,Drama,USA
tt0012408,movie,The Love Light,The Love Light,1921,89,Drama,USA
tt0012465,movie,Miss Lulu Bett,Miss Lulu Bett,1921,71,"Comedy,Drama",USA
tt0012486,movie,My Boy,My Boy,1921,55,"Comedy,Drama",USA
tt0012494,movie,Destiny,Der müde Tod,1921,97,"Drama,Fantasy,Horror",Germany
tt0012513,movie,The Nut,The Nut,1921,74,"Action,Comedy,Romance",USA
tt0012532,movie,Orphans of the Storm,Orphans of the Storm,1921,150,"Drama,History,Romance",USA
tt0012538,movie,Outside the Law,Outside the Law,1920,75,"Crime,Romance,Thriller",USA
tt0012631,movie,Souls on the Road,Rojô no reikion,1921,91,Drama,Japan
tt0012642,movie,A Sailor-Made Man,A Sailor-Made Man,1921,47,Comedy,USA
tt0012645,movie,Mad Love,Sappho,1921,82,Drama,Germany
tt0012650,movie,Scherben,Scherben,1921,50,Drama,Germany
tt0012651,movie,The Haunted Castle,Schloß Vogelöd,1921,75,"Crime,Drama,Horror",Germany
tt0012675,movie,The Sheik,The Sheik,1921,86,"Adventure,Drama,Romance",USA
tt0012699,movie,The Sky Pilot,The Sky Pilot,1921,77,Drama,USA
tt0012745,movie,La terre,La terre,1921,97,Drama,France
tt0012752,movie,The Three Musketeers,The Three Musketeers,1921,119,"Action,Adventure,Romance",USA
tt0012755,movie,Through the Back Door,Through the Back Door,1921,89,"Comedy,Drama",USA
tt0012763,movie,Tol'able David,Tol'able David,1921,99,Drama,USA
tt0012769,movie,Too Wise Wives,Too Wise Wives,1921,80,Drama,USA
tt0012806,movie,Vier um die Frau,Vier um die Frau,1921,52,Drama,Germany
tt0012928,movie,Beauty's Worth,Beauty's Worth,1922,112,"Drama,Romance",USA
tt0012938,movie,Beyond the Rocks,Beyond the Rocks,1922,80,"Drama,Romance",USA
tt0012952,movie,Blood and Sand,Blood and Sand,1922,108,"Drama,Romance,Sport",USA
tt0012973,movie,The Burning Soil,Der brennende Acker,1922,98,Drama,Germany
tt0012975,movie,The Bride's Play,The Bride's Play,1922,70,"Drama,Romance",USA
tt0013033,movie,Crainquebille,Crainquebille,1922,90,Drama,"France, Belgium"
tt0013059,movie,Der var engang,Der var engang,1922,75,"Drama,Family,Fantasy",Denmark
tt0013075,movie,Dr. Jack,Dr. Jack,1922,60,"Comedy,Romance",USA
tt0013085,movie,Down to the Sea in Ships,Down to the Sea in Ships,1922,83,"Adventure,Drama,Romance",USA
tt0013122,movie,The Woman from Nowhere,La femme de nulle part,1922,61,Drama,France
tt0013134,movie,Flesh and Blood,Flesh and Blood,1922,74,Drama,USA
tt0013140,movie,Foolish Wives,Foolish Wives,1922,117,"Drama,Thriller",USA
tt0013169,movie,Die Gezeichneten,Die Gezeichneten,1922,105,Drama,Germany
tt0013201,movie,Grandma's Boy,Grandma's Boy,1922,60,"Comedy,Family",USA
tt0013223,movie,The Headless Horseman,The Headless Horseman,1922,68,"Comedy,Drama,Horror",USA
tt0013332,movie,Lorna Doone,Lorna Doone,1922,70,"Drama,Romance",USA
tt0013367,movie,The Man from Beyond,The Man from Beyond,1922,74,Mystery,USA
tt0013372,movie,Manslaughter,Manslaughter,1922,100,Drama,USA
tt0013386,movie,Merry-Go-Round,Merry-Go-Round,1923,110,Drama,USA
tt0013402,movie,Monte Cristo,Monte Cristo,1922,100,"Drama,Romance",USA
tt0013404,movie,Moran of the Lady Letty,Moran of the Lady Letty,1922,68,Adventure,USA
tt0013428,movie,Nathan der Weise,Nathan der Weise,1922,128,"Drama,History",Germany
tt0013442,movie,Nosferatu,"Nosferatu, eine Symphonie des Grauens",1922,94,"Fantasy,Horror",Germany
tt0013450,movie,Oliver Twist,Oliver Twist,1922,98,Drama,USA
tt0013469,movie,Othello,Othello,1922,79,"Drama,Romance",Germany
tt0013496,movie,Phantom,Phantom,1922,125,"Drama,Romance",Germany
tt0013515,movie,The Prisoner of Zenda,The Prisoner of Zenda,1922,125,"Adventure,Romance",USA
tt0013556,movie,Robin Hood,Robin Hood,1922,143,"Adventure,Family,Romance",USA
tt0013571,movie,Salomé,Salomé,1922,72,"Biography,Drama,History",USA
tt0013574,movie,Saturday Night,Saturday Night,1922,90,"Comedy,Romance",USA
tt0013579,movie,Warning Shadows,Schatten - Eine nächtliche Halluzination,1923,90,"Drama,Fantasy,Horror",Germany
tt0013590,movie,The Seventh Day,The Seventh Day,1922,60,"Drama,Romance",USA
tt0013592,movie,Shadows,Shadows,1922,70,Drama,USA
tt0013597,movie,Sherlock Holmes,Sherlock Holmes,1922,85,"Drama,Mystery",USA
tt0013607,movie,Sky High,Sky High,1922,58,"Action,Drama,Romance",USA
tt0013619,movie,Sodom und Gomorrha,Sodom und Gomorrha,1922,150,Drama,"Germany, Austria"
tt0013662,movie,Tess of the Storm Country,Tess of the Storm Country,1922,137,"Drama,Romance",USA
tt0013674,movie,The Three Must-Get-Theres,The Three Must-Get-Theres,1922,58,"Action,Adventure,Comedy",USA
tt0013688,movie,The Toll of the Sea,The Toll of the Sea,1922,54,"Drama,Family,Fantasy",USA
